ts,occ
11.460136841799988,7.0
11.657427056383996,6.0
11.668878862248913,7.0
12.015953924145043,8.0
12.06032395485753,7.0
12.163577126857742,6.0
12.168219384490143,5.0
12.363526721744515,4.0
12.40546592891032,5.0
12.42045818697,6.0
12.762248890901434,7.0
13.026951014905846,8.0
13.242403214776804,9.0
13.352443144881693,8.0
13.404569866384364,9.0
13.42278101617655,10.0
13.424092349269266,11.0
13.674992698062933,12.0
13.693634776212606,11.0
13.764586539460012,12.0
13.82737543005127,11.0
13.850538754893527,12.0
13.945529961790882,11.0
14.005785798175193,10.0
14.030359780705307,11.0
14.096890679761428,12.0
14.199471905050146,11.0
14.323538503949372,10.0
14.342758740085259,9.0
14.38865957283729,10.0
14.457347721433846,11.0
14.575962856868147,12.0
14.618922521661824,11.0
14.768332746730044,12.0
14.820660614454642,13.0
15.009527349780688,14.0
15.061126800365995,15.0
15.118004562774786,16.0
15.203415887969728,17.0
15.205167142904592,16.0
15.436184149592814,17.0
15.669448983672073,16.0
15.83538962525127,15.0
15.897465475378171,14.0
16.029296118229052,13.0
16.045282599759865,14.0
16.17098106098725,15.0
16.183004712577564,14.0
16.31069767817663,13.0
16.34615615928289,12.0
16.53033328470398,11.0
16.637704979661095,10.0
16.658052371661007,9.0
16.670626435043374,8.0
16.878034996790685,9.0
17.334623042697693,8.0
17.37031555604341,9.0
17.57865521871677,8.0
17.902623242182447,9.0
17.932229085865558,10.0
18.183346054565177,11.0
18.265880492310554,12.0
18.316672743043473,11.0
18.345640849087296,12.0
18.596313285958548,11.0
18.776860546642414,12.0
18.856757151623615,11.0
18.971476533251185,12.0
19.12675984662404,11.0
19.142461613590893,12.0
19.283671121344668,13.0
19.336954367000825,12.0
19.34911330230431,13.0
19.38772883502515,12.0
19.52267852706081,11.0
19.535770490214247,10.0
19.552274631433555,9.0
19.757438496477132,8.0
19.85215112398113,7.0
19.900576267773417,8.0
19.952361225251035,7.0
19.998249334425513,8.0
20.07518351179016,7.0
20.087117284517767,6.0
20.21440729588237,7.0
20.281478987419426,8.0
20.325127663456506,9.0
20.516182744948104,10.0
20.54905778002919,11.0
20.57006432008621,12.0
20.596550128855547,11.0
20.727907535707676,12.0
20.79401794827668,13.0
20.836292983190795,12.0
20.961264814177433,11.0
21.03882865414335,12.0
21.186717281155993,13.0
21.26011276579873,12.0
21.321675809876893,11.0
21.349668235217372,12.0
21.358526432935964,13.0
21.360013950832872,12.0
21.43326633913322,11.0
21.479943305014693,10.0
21.55550315628298,9.0
21.564754961092817,10.0
21.60539682144345,11.0
21.78859467328613,10.0
21.885107299104252,9.0
21.910446224541513,10.0
21.961002422544237,9.0
22.055131514893873,10.0
22.114694415072485,9.0
22.27521922700339,10.0
22.30810783101779,9.0
22.330141430497193,10.0
22.414294884294,9.0
22.47300960628994,8.0
22.509488178385336,7.0
22.676055448552074,8.0
22.785239201444433,9.0
22.853812854585804,10.0
22.90390649229533,9.0
22.958239191904944,10.0
23.016342462336357,9.0
23.02933997050116,10.0
23.05762798002677,9.0
23.07924707103242,10.0
23.200040046529825,11.0
23.213109538035784,12.0
23.227685129681884,11.0
23.382022579202804,10.0
23.39359556656704,9.0
23.461255380901882,8.0
23.60557905957188,9.0
23.690100590705327,10.0
23.83392622895,9.0
23.933925502907556,10.0
24.033144074624957,9.0
24.089704025373244,8.0
24.13443933030518,7.0
24.208645903722843,8.0
24.25941198287257,9.0
24.402399804128862,8.0
24.40465201021884,7.0
24.414206856467228,8.0
24.447343496218878,9.0
24.455693429477144,10.0
24.50239778421061,11.0
24.536937619105636,10.0
24.785284583703028,9.0
24.814690692528934,10.0
25.076397649826728,9.0
25.099982950072604,8.0
25.159304076604116,7.0
25.48667651780067,6.0
25.65766616277431,7.0
25.700806699709354,8.0
25.899629595531724,7.0
25.940596674079973,8.0
26.055100212700154,9.0
26.187915545765797,10.0
26.230808223411405,11.0
26.424084098316456,10.0
26.507131792560937,9.0
26.595962559006797,8.0
26.634956137787025,9.0
26.816576789737894,8.0
26.817105146174633,7.0
26.84004809388898,8.0
26.8989357044441,9.0
27.09617241938373,8.0
27.164076840217877,7.0
27.44278506059554,6.0
27.651095774123363,7.0
27.767680748442434,8.0
27.823147216896412,9.0
28.096604521352134,10.0
28.363813401198225,9.0
28.480370384936272,8.0
28.48360215521408,9.0
28.529221731823117,8.0
28.660361020960515,7.0
28.739742444866415,6.0
28.83441324990497,5.0
28.901383255475587,4.0
28.910419803747335,5.0
29.065757265090916,6.0
29.14400137967717,7.0
29.244174600865165,8.0
29.363701904878386,9.0
29.38888610711789,10.0
29.40342607858537,9.0
29.599972186914602,10.0
29.61861518823166,9.0
29.762377571289232,8.0
29.762438028573236,9.0
29.77192444455664,8.0
29.79749107071072,7.0
29.81922714814494,6.0
29.94562791479065,7.0
30.234414989434217,6.0
30.500394913179413,5.0
30.504741480236852,6.0
30.56256219396297,7.0
30.614819158623856,6.0
30.77710068611189,5.0
30.798881246335355,6.0
30.85125978613911,5.0
30.90316716909817,6.0
30.935474966977598,7.0
30.996012959555543,6.0
31.08979467127857,5.0
31.440335692752328,4.0
31.48687447818132,5.0
31.66377607668234,6.0
31.683887753793872,5.0
31.69510819533627,6.0
31.81585275102961,5.0
32.233851058279406,6.0
32.2395576891962,7.0
32.28871879767069,8.0
32.52705365070248,7.0
32.53650227029825,8.0
32.70951162867692,9.0
32.74279116507742,8.0
32.96291492645861,9.0
32.97328726099993,10.0
33.099084723296215,9.0
33.13496692855788,8.0
33.84034960234907,9.0
33.92066737396374,8.0
34.175206570221114,9.0
34.269442554563014,8.0
34.354592196276904,9.0
34.43904815000271,10.0
34.454609512741705,9.0
34.46417485048155,8.0
34.79188208021689,9.0
34.94107770962803,10.0
35.09802484667031,11.0
35.207176468973564,12.0
35.33851276889927,13.0
35.38992068762562,12.0
35.42373933397056,13.0
35.662563825570906,14.0
35.66836271114017,15.0
35.78247957377236,14.0
35.84950966751571,13.0
36.065929965252614,12.0
36.1322043400975,11.0
36.27978980768036,10.0
36.289528577822026,11.0
36.351001026846916,12.0
36.51923362781539,13.0
36.58392770289108,12.0
36.631089443708404,11.0
36.690099637135376,12.0
36.725883600312095,11.0
36.802274664336785,12.0
36.88451241660894,13.0
36.944546767469596,12.0
36.98643088657308,11.0
37.103445202880394,10.0
37.137789906879824,11.0
37.211359994172575,10.0
37.246693793864765,9.0
37.371437024589135,8.0
37.416831353716766,9.0
37.84950931913434,8.0
37.852267203455355,9.0
37.91074466566035,10.0
37.92028599753257,11.0
38.14508589682501,10.0
38.361595546373806,9.0
38.610098843845556,8.0
38.79334763085578,9.0
38.93513425174042,10.0
39.06362555383798,9.0
39.12335448571722,10.0
39.22297005420419,9.0
39.24700970672943,8.0
39.298021186868546,7.0
39.504577141512065,6.0
39.51045684180376,7.0
39.583791496377174,8.0
39.72328004431902,7.0
39.73877012336289,8.0
39.846512211993414,7.0
39.92498195373295,8.0
40.14542450527984,7.0
40.21053427438928,8.0
40.53702608906617,7.0
40.5521515871733,8.0
40.56504611331914,9.0
40.68334820149846,10.0
40.8066411967673,9.0
40.812840426945556,8.0
40.88024995545998,7.0
40.924075800621324,8.0
40.985434996570014,9.0
41.06026836512479,10.0
41.1898194978824,9.0
41.19174717009903,10.0
41.320111644716086,11.0
41.37609653238145,12.0
41.524517107255406,11.0
41.61193041535126,10.0
41.951264669491614,9.0
41.9777525441906,8.0
42.00413331325043,7.0
42.01926251543246,8.0
42.04108770638367,7.0
42.05424855684426,6.0
42.331410708757446,7.0
42.41854128161969,8.0
42.61923242961439,9.0
42.66923352365675,10.0
42.69901996721699,11.0
42.727032844492854,10.0
42.831220043725516,9.0
42.848503808296776,8.0
42.87836623407638,9.0
42.97184884927538,8.0
43.15632628185863,7.0
43.31021593147361,8.0
43.36335801920274,7.0
43.501855366895,8.0
43.50798368053937,7.0
43.83772774871725,6.0
44.20977819349955,7.0
44.22091376806941,6.0
44.26228729640934,5.0
44.655113235216476,6.0
44.69581685522298,7.0
44.739627671195315,8.0
44.74563790057967,9.0
44.80498169735882,10.0
45.3554698334133,9.0
45.36614288745634,8.0
45.45775463497279,7.0
45.49385399713791,6.0
46.06144174164,5.0
46.06472743622744,6.0
46.35639039623611,7.0
46.459510649540356,6.0
46.52869079940656,7.0
46.58621409398635,8.0
46.74459639445273,9.0
46.80726428178528,10.0
46.972475658651945,11.0
47.01477370741564,12.0
47.02310544876542,11.0
47.077197467242755,10.0
47.095072360858005,9.0
47.37014419666355,8.0
47.512052710111085,9.0
47.57870157867895,8.0
47.60965590967004,7.0
47.67668255076167,8.0
47.940373502071125,7.0
48.075690968001936,8.0
48.129033842933666,9.0
48.19437254592952,8.0
48.29593019306949,7.0
48.336114653496345,8.0
48.360264241437775,9.0
48.37136071099215,10.0
48.37710760153878,9.0
48.395181053752175,8.0
48.47953046024003,9.0
48.53744182417674,10.0
48.642622947439655,9.0
48.77718580923817,10.0
48.9765035604919,9.0
48.982600665138385,10.0
49.10495098058546,9.0
49.18230911870495,8.0
49.28510356140531,9.0
49.32153448545694,8.0
49.333316069772344,7.0
49.36451543137749,8.0
49.58431563835557,9.0
49.9018278342335,10.0
50.15631506435994,9.0
50.248568861897475,10.0
50.39700751971616,9.0
50.55287921554058,10.0
50.64593793542756,11.0
50.805448670296805,12.0
50.83660947665745,11.0
50.948554595886975,12.0
51.033397943754395,11.0
51.04902467153305,12.0
51.11977230381712,11.0
51.25797202699194,10.0
51.26144878252386,11.0
51.28827638627636,10.0
51.30762062015569,9.0
51.363187867610286,8.0
51.42168721808238,9.0
51.44841817385573,8.0
51.491400869281144,7.0
51.52350561978021,8.0
51.81530594313867,9.0
51.83928263901227,10.0
51.84824560248586,9.0
51.885811119395804,10.0
51.9871162625435,9.0
52.2319584832413,8.0
52.25069257365261,9.0
52.33331994006821,10.0
52.386808423641945,9.0
52.388643512525356,8.0
52.4484781858461,9.0
52.51119382070032,8.0
52.581989414751234,9.0
52.592969700425286,10.0
52.768975485259254,9.0
52.80003168203542,8.0
52.962884468491524,9.0
52.9760197158862,8.0
53.04242443273528,7.0
53.15819989312587,6.0
53.38625238832542,7.0
53.42238187428718,8.0
53.460331798860516,7.0
53.504794104422636,6.0
53.54761064839888,5.0
53.58651857228917,4.0
54.03356935004571,3.0
54.146754637555006,4.0
54.15823534054472,5.0
54.24923223370758,4.0
54.3704447176853,5.0
54.63644592467706,4.0
54.67477540268897,5.0
54.678356218003124,4.0
54.78686467889102,5.0
55.13977283132803,6.0
55.428551998008885,7.0
55.58818640122401,6.0
55.60008214759326,7.0
55.68248071506537,8.0
55.80954149834865,9.0
55.86777398107774,10.0
55.983729874196364,9.0
55.99147601252457,8.0
56.000789483531314,7.0
56.09765034360624,8.0
56.18540466436367,9.0
56.23820065562359,10.0
56.30776979677641,9.0
56.33731209303488,10.0
56.39621866202795,9.0
56.4121743220717,10.0
56.427442858698896,11.0
56.56530759239815,12.0
56.8194717280035,11.0
56.82631900265807,12.0
56.92786669159769,11.0
56.9561977338436,12.0
56.95672782202006,11.0
56.96035972460562,10.0
57.157159337794106,9.0
57.168798070124055,8.0
57.19734609564762,7.0
57.2281644091095,8.0
57.27059060653461,7.0
57.275219613863094,8.0
57.42707909743698,9.0
57.51448651505036,10.0
57.5925110190492,9.0
57.62802134643745,8.0
57.89692613117644,7.0
57.92543527998755,8.0
57.98377662688437,9.0
58.109564072019296,10.0
58.14771086903043,11.0
58.25522460117867,12.0
58.28573055568517,11.0
58.44261568462916,12.0
58.50146537010715,13.0
58.50153372615227,14.0
58.544572742503824,13.0
58.5881962056437,14.0
58.67954069047181,13.0
58.77426796095619,12.0
58.97198824037968,11.0
59.262776861816384,10.0
59.461275601454034,9.0
59.48369061226097,10.0
59.560058289161226,11.0
59.66458263531719,12.0
59.70709136205759,11.0
59.72319269479007,10.0
59.733455244863336,9.0
59.73894036279378,8.0
59.99058744049565,9.0
60.26475083005951,8.0
60.27196271201774,7.0
60.3985798339121,8.0
60.52655491976372,7.0
60.52851216380952,8.0
60.575381618036644,7.0
60.668297267221114,6.0
61.04278094694452,5.0
61.088452533401146,6.0
61.15008910528625,5.0
61.15346530710555,4.0
61.162881570477474,5.0
61.17980518208242,4.0
61.185574778279424,5.0
61.234236513061525,6.0
61.454753286649954,7.0
61.871428533824094,8.0
61.88801243080257,9.0
61.95913433494434,10.0
61.97377836011891,11.0
62.04640195797542,10.0
62.152462404326165,9.0
62.168633688002295,10.0
62.28247517035489,11.0
62.54290753660239,12.0
62.626530878837066,13.0
62.63524607835316,12.0
62.76601706237402,13.0
62.79645603146199,12.0
62.79755530542764,13.0
62.872766335605974,14.0
63.02999584190497,13.0
63.153833234287646,14.0
63.19143907700113,13.0
63.25565259020259,14.0
63.338016784216,13.0
63.465379126892635,12.0
63.46727557738625,11.0
63.571916391604766,12.0
63.57747734845267,11.0
63.807533145770826,12.0
63.83979043981008,13.0
63.8552545143477,12.0
63.88553675377295,11.0
63.895491221395076,12.0
64.14735017546131,11.0
64.17827633876934,12.0
64.34922549561782,11.0
64.40777906325985,12.0
64.58157460037367,13.0
64.9320589685466,12.0
64.93263463874351,13.0
64.9577266148047,14.0
64.98629039986653,15.0
65.05181600358362,14.0
65.11306125130743,13.0
65.25467271376162,12.0
65.2941412640962,11.0
65.44265790783237,12.0
65.59353388673573,11.0
65.69168298211731,12.0
65.75659705953555,11.0
65.86224545936781,10.0
65.98253888251199,11.0
65.9985323883235,12.0
66.11502654535951,11.0
66.12415663794432,12.0
66.1363561895624,11.0
66.27111919349136,12.0
66.46877190246147,11.0
66.47970281791231,10.0
66.54197416512139,11.0
66.63579464549689,10.0
66.70958277836158,9.0
66.71835719853111,8.0
66.76678689609106,9.0
67.22441528508135,10.0
67.2267750809253,11.0
67.38811522376724,10.0
67.39238625829937,11.0
67.46913151650719,10.0
67.82577688020785,11.0
67.82878036746592,12.0
67.89816031416109,13.0
67.96255709860873,12.0
67.96371076261609,13.0
68.06853486812257,14.0
68.13556614752008,15.0
68.18860392125583,14.0
68.20218089329799,13.0
68.31573157089566,12.0
68.36219798467761,11.0
68.41546793858154,12.0
68.42924790908128,13.0
68.5803978819527,12.0
68.5821378602134,11.0
68.59924756412609,10.0
68.70801584181764,11.0
68.7099417615533,12.0
68.7381846715484,13.0
68.76108589444135,12.0
68.781950471701,13.0
68.80332137216278,12.0
69.1059519393435,11.0
69.12888932311694,10.0
69.20688689304812,9.0
69.26723467908751,8.0
69.2729659821128,9.0
69.31779688200905,8.0
69.38147426228117,9.0
69.50303019912569,10.0
69.51380604971922,9.0
69.52116453923553,10.0
69.62787059102733,11.0
69.72325759457058,10.0
70.00620277050798,9.0
70.03549238169516,10.0
70.10854862357994,11.0
70.21351233090436,10.0
70.2139444900835,9.0
70.24116397430927,10.0
70.27986782365848,9.0
70.29004241628583,8.0
70.38440158035665,7.0
70.50066558368543,8.0
70.67521527643065,7.0
70.68659928344337,6.0
70.80773720335085,7.0
70.80972037535993,8.0
70.8402550392984,9.0
70.92499151853676,8.0
70.93695965926628,9.0
71.0028213824165,10.0
71.06858233801442,11.0
71.09861200945961,10.0
71.179072541264,11.0
71.35180793990489,10.0
71.39177047822227,9.0
71.4085310346379,10.0
71.41004665927086,9.0
71.4739718229103,10.0
71.4845477913761,9.0
71.65630170969493,10.0
71.71103982827597,11.0
71.81143726857916,10.0
71.81188313357292,11.0
71.85246447215317,10.0
71.92015426653123,9.0
71.99838578643987,10.0
72.00510250347516,9.0
72.09283582806533,10.0
72.2569977661517,11.0
72.41768212368757,10.0
72.4970219801481,9.0
72.51174312719243,8.0
72.70837568515884,7.0
72.83648130082588,8.0
72.86025501079585,9.0
72.9538054368672,8.0
72.95634909324905,7.0
73.03261069646837,6.0
73.05430645978737,7.0
73.05803850955779,8.0
73.12118726186112,7.0
73.1528423936702,8.0
73.54117617002407,9.0
73.5509236519536,8.0
73.67431024188372,7.0
73.71574532405792,6.0
73.86809288455659,7.0
73.95054961929054,6.0
74.00922532746874,5.0
74.02227014258203,4.0
74.40099270917273,5.0
74.53167455726741,6.0
74.76510640835167,7.0
75.17738840257115,8.0
75.2157473281133,9.0
75.28618468441186,10.0
75.35164054185623,11.0
75.45976845114555,12.0
75.48125187417793,13.0
75.48358747529727,12.0
75.49332056394128,11.0
75.60452697481574,12.0
75.63173390922545,11.0
75.64106137629805,12.0
75.72374784632251,11.0
76.03689345759102,10.0
76.08474464292959,9.0
76.10835593043095,10.0
76.11152160218418,9.0
76.15632738597574,10.0
76.18665021026644,9.0
76.23171652568998,10.0
76.3236098781296,9.0
76.34981290396199,8.0
76.44078742331868,7.0
76.6861194554243,8.0
76.85512687318463,7.0
76.89898032236144,8.0
77.01056819116923,7.0
77.0721647457127,8.0
77.08335069140544,7.0
77.08385086600175,6.0
77.20279855585517,5.0
77.23603945542482,6.0
77.30134419357343,7.0
77.32993068733704,8.0
77.4203403158919,7.0
77.59265097374573,8.0
77.63856921507936,9.0
77.70802719168711,10.0
77.74130068888446,9.0
77.80627862108469,8.0
77.8551883175439,9.0
77.93882426579641,8.0
78.02207937521197,9.0
78.0732473803966,10.0
78.14656240789516,11.0
78.18321899641856,10.0
78.20284171280427,9.0
78.37698256955244,8.0
78.54723739702821,7.0
78.65415257279302,6.0
78.71138210519902,5.0
78.71372336705316,6.0
78.85423814511286,7.0
78.9155257790144,8.0
78.98619145102722,7.0
78.99960121741776,8.0
79.03781801971512,7.0
79.08731387140821,8.0
79.35968846328042,7.0
79.42984542578843,6.0
79.51651629872144,5.0
79.6322082424716,6.0
79.79928226116053,7.0
79.87184422249828,6.0
79.87396427852521,7.0
79.92399574398685,6.0
80.1902305376677,7.0
80.31541056310118,8.0
80.35390807362265,7.0
80.43213427458704,8.0
80.6330213902512,7.0
80.69311581045231,8.0
80.83004964186851,9.0
80.93332815888841,10.0
80.96262357082746,9.0
80.9913033025182,10.0
81.03509917120152,11.0
81.37328249362733,10.0
81.44869781245254,9.0
81.62326210198368,8.0
81.77899652068763,9.0
81.79030414542736,8.0
81.89756151733904,7.0
81.89919629374198,6.0
82.01837157869858,5.0
82.0806783816275,6.0
82.16678033202052,7.0
82.46412778126839,8.0
82.47185502371902,9.0
82.53028684928336,8.0
82.63379026571519,7.0
82.89337901674982,8.0
83.06525164634834,9.0
83.12654229364577,10.0
83.22928674235571,11.0
83.42520141493421,10.0
83.48770135446131,9.0
83.58114085581373,8.0
83.74175940346554,7.0
83.89767493522436,6.0
83.96157667293687,7.0
83.99384270026235,8.0
84.04401129862622,9.0
84.26770201600391,10.0
84.50733921681605,9.0
84.55275909467832,10.0
84.55420098748908,11.0
84.63524246383065,12.0
84.70901773257037,11.0
84.95715987520325,10.0
84.99311257045451,11.0
84.99896248722337,12.0
85.18808674404359,11.0
85.39360019114395,12.0
85.52010923734848,11.0
85.63300612321773,12.0
85.69638432894615,11.0
85.83985803083989,12.0
85.91215915605092,11.0
86.02401849596245,10.0
86.13051451165407,9.0
86.15430402354082,8.0
86.17984036778205,7.0
86.24994247272578,6.0
86.49313924877866,7.0
86.60856285242765,8.0
87.00544907087364,7.0
87.08869568992695,6.0
87.21923161438562,7.0
87.2685101297635,8.0
87.53729485963454,9.0
87.7597448259879,10.0
87.86230717514081,9.0
88.12652090078804,10.0
88.21330592821059,11.0
88.2162056109589,12.0
88.56919283769032,13.0
88.62251150452894,12.0
88.65993175445413,11.0
88.66894028832964,10.0
88.68660516526269,11.0
88.73478874550185,10.0
88.76118951145958,11.0
88.76762591321553,10.0
88.80036440935032,11.0
88.83427317992135,12.0
89.07324540700007,11.0
89.1417865156567,10.0
89.19889186080273,9.0
89.19945000426732,8.0
89.29981904847286,9.0
89.33887797786454,10.0
89.3402161192643,11.0
89.56809327127867,12.0
89.65094928296377,13.0
89.7385618508835,12.0
89.76693638679869,11.0
89.79888938464943,10.0
89.81830600170596,11.0
89.90539924554777,10.0
89.9980239744833,9.0
90.03627405943514,10.0
90.0425056888642,9.0
90.07808791862428,10.0
90.09957265697845,9.0
90.20574014928269,8.0
90.27321422441219,9.0
90.30315322289331,10.0
90.36477695390234,9.0
90.58976871393885,8.0
90.62771734092354,7.0
90.71243073392219,6.0
90.71347516329496,5.0
90.79964551376604,6.0
90.98726217679187,7.0
91.02152847431184,8.0
91.0497103763964,9.0
91.16800527782553,8.0
91.26354294149527,9.0
91.4505008634184,10.0
91.4799452981125,11.0
91.51722276226911,12.0
91.55403728113147,11.0
91.58866318306333,10.0
91.82839026504551,9.0
91.87316168459044,8.0
92.12385854124449,7.0
92.16129588522924,6.0
92.33298997561054,5.0
92.43358964067914,6.0
92.56997159770201,5.0
92.57215915238964,6.0
92.93988316499528,7.0
93.01570330201706,8.0
93.11794796662147,9.0
93.27755040738425,8.0
93.54020057553234,7.0
93.72301214271158,8.0
93.83781970072752,7.0
93.844719878755,8.0
93.86006421862083,7.0
93.89214919517019,8.0
94.29745943372204,7.0
94.31278738853779,6.0
94.36339781133783,7.0
94.42772951044867,6.0
94.45752020611035,7.0
94.6093382249025,8.0
94.71679464002241,7.0
94.77118444931774,6.0
94.8343221790762,5.0
94.85823969776955,6.0
95.176393869409,5.0
95.18857303990461,4.0
95.25443181691229,5.0
95.26451182823985,6.0
95.36830492642545,7.0
95.56327594170547,8.0
95.6622304408725,7.0
95.8218406534816,6.0
96.01008633797179,5.0
96.40693096063319,4.0
96.47906990645804,5.0
96.50804212343027,4.0
96.63586741392116,5.0
96.71260410756503,4.0
96.98753408730563,3.0
97.10754915877567,2.0
97.17320480880026,3.0
97.23436269803587,4.0
97.32365023886085,3.0
97.41709823739512,4.0
97.69809850541817,5.0
97.72563281088583,6.0
97.91632110007589,7.0
97.97197265596314,6.0
98.02277035984793,7.0
98.05427468732742,8.0
98.1370002852788,9.0
98.22829398494416,8.0
98.62453571801099,7.0
98.66215731349392,6.0
99.08681231192278,7.0
99.28650372767015,8.0
99.34815946288566,9.0
99.38749506729208,8.0
99.43767443831564,7.0
99.44694314387672,8.0
99.56530544864437,9.0
99.6726090626261,8.0
99.7353017429539,9.0
99.81149460478407,10.0
99.84926841377295,9.0
99.87750691800758,8.0
99.90357361178924,9.0
100.14515007442054,10.0
100.1515822294709,11.0
100.36635692469957,10.0
100.38385274685024,9.0
100.38828913498814,8.0
100.45337962751152,7.0
100.53249400224219,8.0
100.63753471963926,7.0
100.6662889157137,6.0
100.73575034732902,5.0
101.14735982236364,4.0
101.39161227942823,5.0
101.46905619665328,6.0
101.60040275927983,7.0
102.01328416494081,8.0
102.03398653687859,7.0
102.17082955244027,6.0
102.36368030093243,5.0
102.60448697042911,6.0
102.64124575504758,5.0
102.78840341677865,6.0
103.06254092631386,7.0
103.07575123546323,8.0
103.08405385889566,9.0
103.28793432549175,10.0
103.33549049258428,11.0
103.38254367493144,12.0
103.423569731552,13.0
103.63569572009781,12.0
103.65212686501776,11.0
103.66203970936317,10.0
103.67154511074357,11.0
103.87479462504574,10.0
103.90911013350538,11.0
104.06822065062245,10.0
104.08147769904065,9.0
104.21537940652358,10.0
104.46795779994562,11.0
104.58122567927494,10.0
104.5882173608304,11.0
104.60251242117147,10.0
104.60464108805388,9.0
104.61536097139658,8.0
104.71581709220101,9.0
104.82886332436867,8.0
104.86001414100633,7.0
104.86780171352386,6.0
105.0399194674499,7.0
105.1340598052769,6.0
105.1744887311447,7.0
105.38452159995097,8.0
105.52138338136082,9.0
105.59289418130327,10.0
105.97771385923366,11.0
106.13729819224824,12.0
106.18940120292287,11.0
106.19795167521987,10.0
106.38932299846385,11.0
106.46557354895418,12.0
106.46886756969538,11.0
106.48198434193438,10.0
106.58882120173325,9.0
106.5889128082677,8.0
106.79448321541179,7.0
107.1549283176451,6.0
107.16847699044204,5.0
107.30789732044101,6.0
107.4085807312127,7.0
107.6029003155826,8.0
107.61714253902596,9.0
107.70419226178478,8.0
107.83236397527715,9.0
107.87604678618358,10.0
107.94694395848519,11.0
108.00044962118052,12.0
108.03246011834842,11.0
108.21256189449146,10.0
108.30327075594309,11.0
108.37189055720252,10.0
108.40867997709574,9.0
108.41352712976163,10.0
108.43332226819709,11.0
108.46169020385756,10.0
108.58789071796677,9.0
108.61960486981393,10.0
108.77564696695434,11.0
108.8786873666916,12.0
108.91369706678844,13.0
109.00201859851745,14.0
109.0186026117638,13.0
109.06582041441978,12.0
109.23312427329377,13.0
109.2513663818104,14.0
109.30409762665265,13.0
109.31102253580733,12.0
109.40285892359552,13.0
109.46327066099649,12.0
109.61967390686529,13.0
109.7254676674487,14.0
109.78116217950534,15.0
109.78390486453041,14.0
109.81257917009395,13.0
109.94722008439061,12.0
109.99487965577423,11.0
110.07626338806877,10.0
110.22055472072437,9.0
110.23379494971873,8.0
110.51276929258837,9.0
110.52781218623444,8.0
110.77658384511737,7.0
110.84972662008752,8.0
110.88853014715347,9.0
110.89428831005682,8.0
110.95463873314397,9.0
111.30543486688414,10.0
111.58458714869438,9.0
111.59338798594965,10.0
111.75662658912232,9.0
111.80179520568927,8.0
111.83480030182474,9.0
111.97900544679042,8.0
112.06528817672415,7.0
112.2187192982042,8.0
112.338198066242,7.0
112.6263337850864,8.0
112.93774854304276,7.0
113.0212295019834,6.0
113.05529216884845,7.0
113.13322329204041,8.0
113.24477558495451,7.0
113.34849146554163,8.0
113.51375321167448,9.0
